studyName,Cruise,Year/Month,Station,Event Number,Depth,Latitude,Longitude,YearDay/Hour/Minute,Sea State,Salinity,Fluorometry,Wind Speed,Wind Direction,Habitat,Ice Cover,Ice Type,Ice Color,Count Minute,Species,Number,Linkages,Behavior,Direction,Notes
NBP21-13,2113,2111,500.06,96,254,-65.49,-66.14,3311308,5,33.79,0.95,17,353,0,0,0,0,0,CAPE,10,0,0,NULL,NULL
NBP21-13,2113,2111,500.06,96,254,-65.49,-66.14,3311308,5,33.79,0.95,17,353,0,0,0,0,11,SOFU,2,0,1,50,NULL
NBP21-13,2113,2111,500.06,96,254,-65.49,-66.14,3311308,5,33.79,0.95,17,353,0,0,0,0,12,SPSK,1,0,1,60,NULL
NBP21-13,2113,2111,500.06,96,254,-65.49,-66.14,3311308,5,33.79,0.95,17,353,0,0,0,0,16,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,400.04,100,212,-66.255,-67.338,3311927,4,33.69,0.9,17.5,326,1,0,0,0,0,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,400.04,100,212,-66.255,-67.338,3311927,4,33.69,0.9,17.5,326,1,0,0,0,2,ANTE,2,0,1,50,NULL
NBP21-13,2113,2111,400.04,100,212,-66.255,-67.338,3311927,4,33.69,0.9,17.5,326,1,0,0,0,3,SOFU,1,0,2,NULL,NULL
NBP21-13,2113,2111,400.04,100,212,-66.255,-67.338,3311927,4,33.69,0.9,17.5,326,1,0,0,0,8,CAPE,15,0,3,NULL,NULL
NBP21-13,2113,2111,400.04,100,212,-66.255,-67.338,3311927,4,33.69,0.9,17.5,326,1,0,0,0,13,ANPE,1,0,3,NULL,Joined group of capes on water
NBP21-13,2113,2111,400.04,100,212,-66.255,-67.338,3311927,4,33.69,0.9,17.5,326,1,0,0,0,14,SOFU,2,0,3,NULL,Joined group on water
NBP21-13,2113,2111,400.04,100,212,-66.255,-67.338,3311927,4,33.69,0.9,17.5,326,1,0,0,0,15,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,400.04,102,218,-66.253,-67.34,3312040,4,33.69,1.3,12.1,324,1,0,0,0,0,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,400.04,102,218,-66.253,-67.34,3312040,4,33.69,1.3,12.1,324,1,0,0,0,3,UNPE,4,0,5,NULL,Most likely ADPE
NBP21-13,2113,2111,400.04,102,218,-66.253,-67.34,3312040,4,33.69,1.3,12.1,324,1,0,0,0,4,SOFU,3,0,2,NULL,NULL
NBP21-13,2113,2111,400.04,102,218,-66.253,-67.34,3312040,4,33.69,1.3,12.1,324,1,0,0,0,5,CAPE,5,0,2,NULL,NULL
NBP21-13,2113,2111,400.04,102,218,-66.253,-67.34,3312040,4,33.69,1.3,12.1,324,1,0,0,0,9,LMSA,1,0,2,NULL,NULL
NBP21-13,2113,2111,400.04,102,218,-66.253,-67.34,3312040,4,33.69,1.3,12.1,324,1,0,0,0,15,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,400.04,103,289,-66.254,-67.345,3312133,4,33.96,1.22,13.9,332,1,0,0,0,0,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,400.04,103,289,-66.254,-67.345,3312133,4,33.96,1.22,13.9,332,1,0,0,0,1,SOFU,2,0,2,NULL,NULL
NBP21-13,2113,2111,400.04,103,289,-66.254,-67.345,3312133,4,33.96,1.22,13.9,332,1,0,0,0,5,UNSK,1,0,1,336,NULL
NBP21-13,2113,2111,400.04,103,289,-66.254,-67.345,3312133,4,33.96,1.22,13.9,332,1,0,0,0,9,GIPE,1,0,1,210,NULL
NBP21-13,2113,2111,400.04,103,289,-66.254,-67.345,3312133,4,33.96,1.22,13.9,332,1,0,0,0,15,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,400.1,107,359,-65.876,-68.287,3320142,2,34.03,2.5,14,240,0,0,0,0,0,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,400.1,107,359,-65.876,-68.287,3320142,2,34.03,2.5,14,240,0,0,0,0,2,SOFU,3,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,107,359,-65.876,-68.287,3320142,2,34.03,2.5,14,240,0,0,0,0,9,GIPE,1,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,107,359,-65.876,-68.287,3320142,2,34.03,2.5,14,240,0,0,0,0,9,ANPE,1,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,107,359,-65.876,-68.287,3320142,2,34.03,2.5,14,240,0,0,0,0,15,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,400.1,109,367,-65.872,-68.254,3320249,2,34.03,2.71,10.6,264,0,0,0,0,0,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,400.1,109,367,-65.872,-68.254,3320249,2,34.03,2.71,10.6,264,0,0,0,0,1,CAPE,1,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,109,367,-65.872,-68.254,3320249,2,34.03,2.71,10.6,264,0,0,0,0,4,ANPR,2,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,109,367,-65.872,-68.254,3320249,2,34.03,2.71,10.6,264,0,0,0,0,5,SOFU,1,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,109,367,-65.872,-68.254,3320249,2,34.03,2.71,10.6,264,0,0,0,0,11,LMSA,1,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,109,367,-65.872,-68.254,3320249,2,34.03,2.71,10.6,264,0,0,0,0,15,ANPR,3,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,110,341,-65.885,-68.303,3320338,2,34.03,2.56,9.5,260,0,0,0,0,0,ANPR,2,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,110,341,-65.885,-68.303,3320338,2,34.03,2.56,9.5,260,0,0,0,0,1,UNSK,1,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,110,341,-65.885,-68.303,3320338,2,34.03,2.56,9.5,260,0,0,0,0,3,BLPE,1,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,110,341,-65.885,-68.303,3320338,2,34.03,2.56,9.5,260,0,0,0,0,3,LMSA,1,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,110,341,-65.885,-68.303,3320338,2,34.03,2.56,9.5,260,0,0,0,0,4,ANPR,9,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,110,341,-65.885,-68.303,3320338,2,34.03,2.56,9.5,260,0,0,0,0,5,SOFU,1,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,110,341,-65.885,-68.303,3320338,2,34.03,2.56,9.5,260,0,0,0,0,7,CAPE,1,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,110,341,-65.885,-68.303,3320338,2,34.03,2.56,9.5,260,0,0,0,0,13,ANPR,5,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,110,341,-65.885,-68.303,3320338,2,34.03,2.56,9.5,260,0,0,0,0,14,ANPR,2,0,2,NULL,NULL
NBP21-13,2113,2111,400.1,110,341,-65.885,-68.303,3320338,2,34.03,2.56,9.5,260,0,0,0,0,15,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,400.2,115,2749,-65.238,-69.8,3320940,4,33.98,5.32,24.5,68,0,0,0,0,0,LMSA,4,0,0,NULL,NULL
NBP21-13,2113,2111,400.2,115,2749,-65.238,-69.8,3320940,4,33.98,5.32,24.5,68,0,0,0,0,0,ANPR,13,0,0,NULL,NULL
NBP21-13,2113,2111,400.2,115,2749,-65.238,-69.8,3320940,4,33.98,5.32,24.5,68,0,0,0,0,0,CAPE,8,0,0,NULL,NULL
NBP21-13,2113,2111,400.2,115,2749,-65.238,-69.8,3320940,4,33.98,5.32,24.5,68,0,0,0,0,0,SOFU,4,0,0,NULL,NULL
NBP21-13,2113,2111,400.2,115,2749,-65.238,-69.8,3320940,4,33.98,5.32,24.5,68,0,0,0,0,2,ANPE,1,0,0,NULL,NULL
NBP21-13,2113,2111,400.2,115,2749,-65.238,-69.8,3320940,4,33.98,5.32,24.5,68,0,0,0,0,4,CAPE,10,0,3,NULL,NULL
NBP21-13,2113,2111,400.2,115,2749,-65.238,-69.8,3320940,4,33.98,5.32,24.5,68,0,0,0,0,14,LMSA,1,0,2,NULL,Joined or region other lmsa
NBP21-13,2113,2111,400.2,115,2749,-65.238,-69.8,3320940,4,33.98,5.32,24.5,68,0,0,0,0,16,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,400.2,118,2756,-65.242,-69.821,3321232,6,33.98,4.31,36,70,0,0,0,0,0,CAPE,11,0,0,NULL,"Count only good for birds, cant see 900m"
NBP21-13,2113,2111,400.2,118,2756,-65.242,-69.821,3321232,6,33.98,4.31,36,70,0,0,0,0,1,SOFU,1,0,0,NULL,NULL
NBP21-13,2113,2111,400.2,118,2756,-65.242,-69.821,3321232,6,33.98,4.31,36,70,0,0,0,0,4,LMSA,1,0,1,260,NULL
NBP21-13,2113,2111,400.2,118,2756,-65.242,-69.821,3321232,6,33.98,4.31,36,70,0,0,0,0,6,SOFU,4,0,0,NULL,NULL
NBP21-13,2113,2111,400.2,118,2756,-65.242,-69.821,3321232,6,33.98,4.31,36,70,0,0,0,0,6,CHPE,1,0,5,70,NULL
NBP21-13,2113,2111,400.2,118,2756,-65.242,-69.821,3321232,6,33.98,4.31,36,70,0,0,0,0,9,BLPE,3,1,6,NULL,NULL
NBP21-13,2113,2111,400.2,118,2756,-65.242,-69.821,3321232,6,33.98,4.31,36,70,0,0,0,0,13,CAPE,2,1,6,NULL,NULL
NBP21-13,2113,2111,400.2,118,2756,-65.242,-69.821,3321232,6,33.98,4.31,36,70,0,0,0,0,16,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,400.2,119,2843,-65.231,-69.757,3321321,6,33.98,3.83,38.6,62,0,0,0,0,0,CAPE,4,0,0,NULL,NULL
NBP21-13,2113,2111,400.2,119,2843,-65.231,-69.757,3321321,6,33.98,3.83,38.6,62,0,0,0,0,1,LMSA,1,0,0,NULL,NULL
NBP21-13,2113,2111,400.2,119,2843,-65.231,-69.757,3321321,6,33.98,3.83,38.6,62,0,0,0,0,3,SOFU,2,0,0,NULL,NULL
NBP21-13,2113,2111,400.2,119,2843,-65.231,-69.757,3321321,6,33.98,3.83,38.6,62,0,0,0,0,4,BLPE,2,0,0,NULL,NULL
NBP21-13,2113,2111,400.2,119,2843,-65.231,-69.757,3321321,6,33.98,3.83,38.6,62,0,0,0,0,6,LMSA,1,0,0,NULL,NULL
NBP21-13,2113,2111,400.2,119,2843,-65.231,-69.757,3321321,6,33.98,3.83,38.6,62,0,0,0,0,7,CAPE,16,1,6,NULL,"ReJoined others , follow ship and landing sitting on water occasionally"
NBP21-13,2113,2111,400.2,119,2843,-65.231,-69.757,3321321,6,33.98,3.83,38.6,62,0,0,0,0,11,UNPR,1,0,1,320,NULL
NBP21-13,2113,2111,400.2,119,2843,-65.231,-69.757,3321321,6,33.98,3.83,38.6,62,0,0,0,0,16,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,300.2,122,3106,-65.849,-71.375,3321934,5,33.95,5.94,24.1,62,0,0,0,0,0,GIPE,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,122,3106,-65.849,-71.375,3321934,5,33.95,5.94,24.1,62,0,0,0,0,1,ANPR,2,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,122,3106,-65.849,-71.375,3321934,5,33.95,5.94,24.1,62,0,0,0,0,1,ANPE,5,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,122,3106,-65.849,-71.375,3321934,5,33.95,5.94,24.1,62,0,0,0,0,2,CAPE,3,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,122,3106,-65.849,-71.375,3321934,5,33.95,5.94,24.1,62,0,0,0,0,3,LMSA,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,122,3106,-65.849,-71.375,3321934,5,33.95,5.94,24.1,62,0,0,0,0,3,CAPE,4,0,3,NULL,NULL
NBP21-13,2113,2111,300.2,122,3106,-65.849,-71.375,3321934,5,33.95,5.94,24.1,62,0,0,0,0,5,ANPE,2,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,122,3106,-65.849,-71.375,3321934,5,33.95,5.94,24.1,62,0,0,0,0,5,ANPR,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,122,3106,-65.849,-71.375,3321934,5,33.95,5.94,24.1,62,0,0,0,0,6,SOFU,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,122,3106,-65.849,-71.375,3321934,5,33.95,5.94,24.1,62,0,0,0,0,7,LMSA,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,122,3106,-65.849,-71.375,3321934,5,33.95,5.94,24.1,62,0,0,0,0,15,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,300.2,124,3082,-65.852,-71.409,3322312,5,33.93,5.87,23.5,67,0,0,0,0,0,ANPE,3,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,124,3082,-65.852,-71.409,3322312,5,33.93,5.87,23.5,67,0,0,0,0,1,CAPE,15,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,124,3082,-65.852,-71.409,3322312,5,33.93,5.87,23.5,67,0,0,0,0,1,LMSA,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,124,3082,-65.852,-71.409,3322312,5,33.93,5.87,23.5,67,0,0,0,0,4,SOFU,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,124,3082,-65.852,-71.409,3322312,5,33.93,5.87,23.5,67,0,0,0,0,5,ANPE,2,0,2,NULL,Joined group
NBP21-13,2113,2111,300.2,124,3082,-65.852,-71.409,3322312,5,33.93,5.87,23.5,67,0,0,0,0,6,ANPR,3,0,2,NULL,NULL
NBP21-13,2113,2111,300.2,124,3082,-65.852,-71.409,3322312,5,33.93,5.87,23.5,67,0,0,0,0,15,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,300.04,134,684,-66.891,-68.92,3330940,2,33.85,0.88,5.9,108,0,0,0,0,0,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,300.04,134,684,-66.891,-68.92,3330940,2,33.85,0.88,5.9,108,0,0,0,0,1,CAPE,12,0,3,NULL,Flying and on water
NBP21-13,2113,2111,300.04,134,684,-66.891,-68.92,3330940,2,33.85,0.88,5.9,108,0,0,0,0,1,ANPE,2,0,0,NULL,NULL
NBP21-13,2113,2111,300.04,134,684,-66.891,-68.92,3330940,2,33.85,0.88,5.9,108,0,0,0,0,1,LMSA,1,0,0,NULL,NULL
NBP21-13,2113,2111,300.04,134,684,-66.891,-68.92,3330940,2,33.85,0.88,5.9,108,0,0,0,0,8,BBAL,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.04,134,684,-66.891,-68.92,3330940,2,33.85,0.88,5.9,108,0,0,0,0,9,GIPE,1,0,1,320,NULL
NBP21-13,2113,2111,300.04,134,684,-66.891,-68.92,3330940,2,33.85,0.88,5.9,108,0,0,0,0,12,GIPE,1,0,1,180,NULL
NBP21-13,2113,2111,300.04,134,684,-66.891,-68.92,3330940,2,33.85,0.88,5.9,108,0,0,0,0,16,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,300.04,136,664,-66.903,-68.966,3331102,3,33.88,0.59,6.6,105,0,0,0,0,0,CAPE,14,0,3,NULL,NULL
NBP21-13,2113,2111,300.04,136,664,-66.903,-68.966,3331102,3,33.88,0.59,6.6,105,0,0,0,0,2,LMSA,1,0,0,NULL,NULL
NBP21-13,2113,2111,300.04,136,664,-66.903,-68.966,3331102,3,33.88,0.59,6.6,105,0,0,0,0,4,UNSK,2,0,2,NULL,NULL
NBP21-13,2113,2111,300.04,136,664,-66.903,-68.966,3331102,3,33.88,0.59,6.6,105,0,0,0,0,8,LMSA,2,0,1,50,NULL
NBP21-13,2113,2111,300.04,136,664,-66.903,-68.966,3331102,3,33.88,0.59,6.6,105,0,0,0,0,14,LMSA,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.04,136,664,-66.903,-68.966,3331102,3,33.88,0.59,6.6,105,0,0,0,0,14,SOFU,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.04,136,664,-66.903,-68.966,3331102,3,33.88,0.59,6.6,105,0,0,0,0,16,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,300.04,137,636,-66.85,-68.924,3331147,3,33.85,0.54,11.7,95,0,0,0,0,0,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,300.04,137,636,-66.85,-68.924,3331147,3,33.85,0.54,11.7,95,0,0,0,0,1,CAPE,8,0,6,NULL,Following some feeding
NBP21-13,2113,2111,300.04,137,636,-66.85,-68.924,3331147,3,33.85,0.54,11.7,95,0,0,0,0,2,LMSA,2,0,0,NULL,NULL
NBP21-13,2113,2111,300.04,137,636,-66.85,-68.924,3331147,3,33.85,0.54,11.7,95,0,0,0,0,5,GIPE,2,0,0,NULL,NULL
NBP21-13,2113,2111,300.04,137,636,-66.85,-68.924,3331147,3,33.85,0.54,11.7,95,0,0,0,0,5,HUWH,1,0,5,NULL,NULL
NBP21-13,2113,2111,300.04,137,636,-66.85,-68.924,3331147,3,33.85,0.54,11.7,95,0,0,0,0,9,UNPE,2,0,1,130,"Blpe i think, not certain, flying high"
NBP21-13,2113,2111,300.04,137,636,-66.85,-68.924,3331147,3,33.85,0.54,11.7,95,0,0,0,0,13,CHPE,1,0,5,NULL,NULL
NBP21-13,2113,2111,300.04,137,636,-66.85,-68.924,3331147,3,33.85,0.54,11.7,95,0,0,0,0,16,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,200. -040,170,399,-68.061,-69.524,3380632,4,33.89,1.31,19.6,144,0,0,0,0,0,NONE,0,0,NULL,NULL,"Mocness , first survey after AVI. Marg Bay process study"
NBP21-13,2113,2111,200. -040,170,399,-68.061,-69.524,3380632,4,33.89,1.31,19.6,144,0,0,0,0,1,WISP,1,0,1,290,NULL
NBP21-13,2113,2111,200. -040,170,399,-68.061,-69.524,3380632,4,33.89,1.31,19.6,144,0,0,0,0,14,SOFU,1,0,1,210,NULL
NBP21-13,2113,2111,200. -040,170,399,-68.061,-69.524,3380632,4,33.89,1.31,19.6,144,0,0,0,0,16,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,200.-040,172,399,-68.03,-69.285,3380859,3,33.79,2.01,13.3,105,0,0,0,0,0,NONE,0,0,NULL,NULL,Ctd
NBP21-13,2113,2111,200.-040,172,399,-68.03,-69.285,3380859,3,33.79,2.01,13.3,105,0,0,0,0,2,UNTE,2,0,1,102,NULL
NBP21-13,2113,2111,200.-040,172,399,-68.03,-69.285,3380859,3,33.79,2.01,13.3,105,0,0,0,0,12,CRSE,1,0,3,NULL,Swimming around small ice chunk
NBP21-13,2113,2111,200.-040,172,399,-68.03,-69.285,3380859,3,33.79,2.01,13.3,105,0,0,0,0,14,SOFU,1,0,1,200,NULL
NBP21-13,2113,2111,200.-040,172,399,-68.03,-69.285,3380859,3,33.79,2.01,13.3,105,0,0,0,0,16,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,200.-040,173,779,-68.022,-69.328,3381000,3,33.83,1.28,19.6,120,0,0,0,0,0,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,200.-040,173,779,-68.022,-69.328,3381000,3,33.83,1.28,19.6,120,0,0,0,0,3,UNTE,2,0,0,NULL,Probably same two from earlier
NBP21-13,2113,2111,200.-040,173,779,-68.022,-69.328,3381000,3,33.83,1.28,19.6,120,0,0,0,0,4,SOFU,1,0,0,NULL,NULL
NBP21-13,2113,2111,200.-040,173,779,-68.022,-69.328,3381000,3,33.83,1.28,19.6,120,0,0,0,0,5,ANTE,1,0,2,NULL,NULL
NBP21-13,2113,2111,200.-040,173,779,-68.022,-69.328,3381000,3,33.83,1.28,19.6,120,0,0,0,0,9,UNSK,1,0,6,300,"Behind ship, over net?"
NBP21-13,2113,2111,200.-040,173,779,-68.022,-69.328,3381000,3,33.83,1.28,19.6,120,0,0,0,0,13,UNSK,2,0,1,110,NULL
NBP21-13,2113,2111,200.-040,173,779,-68.022,-69.328,3381000,3,33.83,1.28,19.6,120,0,0,0,0,16,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,200.-040,174,756,-68.021,-69.331,3381056,3,33.85,0.91,12.3,124,0,0,0,0,0,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,200.-040,174,756,-68.021,-69.331,3381056,3,33.85,0.91,12.3,124,0,0,0,0,1,UNSK,1,0,1,220,NULL
NBP21-13,2113,2111,200.-040,174,756,-68.021,-69.331,3381056,3,33.85,0.91,12.3,124,0,0,0,0,4,BBAL,1,0,2,NULL,NULL
NBP21-13,2113,2111,200.-040,174,756,-68.021,-69.331,3381056,3,33.85,0.91,12.3,124,0,0,0,0,11,UNTE,2,0,0,NULL,NULL
NBP21-13,2113,2111,200.-040,174,756,-68.021,-69.331,3381056,3,33.85,0.91,12.3,124,0,0,0,0,16,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,200.-040,175,342,-68.063,-69.663,3381335,3,33.99,1.04,16.9,144,0,0,0,0,0,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,200.-040,175,342,-68.063,-69.663,3381335,3,33.99,1.04,16.9,144,0,0,0,0,11,SOFU,2,0,2,NULL,NULL
NBP21-13,2113,2111,200.-040,175,342,-68.063,-69.663,3381335,3,33.99,1.04,16.9,144,0,0,0,0,13,UNTE,2,0,1,100,NULL
NBP21-13,2113,2111,200.-040,175,342,-68.063,-69.663,3381335,3,33.99,1.04,16.9,144,0,0,0,0,16,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,AS01 Hydrographic Survey,179,246,-66.853,-68.605,3390220,4,33.79,1.18,0.5,129,3,4,2,1,0,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,AS01 Hydrographic Survey,179,246,-66.853,-68.605,3390220,4,33.79,1.18,0.5,129,3,4,2,1,1,SOFU,1,0,2,NULL,NULL
NBP21-13,2113,2111,AS01 Hydrographic Survey,179,246,-66.853,-68.605,3390220,4,33.79,1.18,0.5,129,3,4,2,1,10,SOFU,1,0,2,NULL,NULL
NBP21-13,2113,2111,AS01 Hydrographic Survey,179,246,-66.853,-68.605,3390220,4,33.79,1.18,0.5,129,3,4,2,1,12,UNPE,4,0,5,350,NULL
NBP21-13,2113,2111,AS01 Hydrographic Survey,179,246,-66.853,-68.605,3390220,4,33.79,1.18,0.5,129,3,4,2,1,15,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,AS02 Hydrographic Survey,180,263,-66.843,-68.663,3390318,4,33.75,1.18,0.6,284,0,0,0,0,0,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,AS02 Hydrographic Survey,180,263,-66.843,-68.663,3390318,4,33.75,1.18,0.6,284,0,0,0,0,1,GIPE,2,0,2,NULL,One adult and one all dark juvenile
NBP21-13,2113,2111,AS02 Hydrographic Survey,180,263,-66.843,-68.663,3390318,4,33.75,1.18,0.6,284,0,0,0,0,1,UNPE,5,0,5,290,NULL
NBP21-13,2113,2111,AS02 Hydrographic Survey,180,263,-66.843,-68.663,3390318,4,33.75,1.18,0.6,284,0,0,0,0,13,CAPE,1,0,2,NULL,NULL
NBP21-13,2113,2111,AS02 Hydrographic Survey,180,263,-66.843,-68.663,3390318,4,33.75,1.18,0.6,284,0,0,0,0,13,SOFU,1,0,2,NULL,NULL
NBP21-13,2113,2111,AS02 Hydrographic Survey,180,263,-66.843,-68.663,3390318,4,33.75,1.18,0.6,284,0,0,0,0,15,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,300.1,184,493,-66.507,-69.889,3400121,4,34,1.49,20.4,271,0,0,0,0,0,ANPE,5,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,184,493,-66.507,-69.889,3400121,4,34,1.49,20.4,271,0,0,0,0,0,SOFU,3,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,184,493,-66.507,-69.889,3400121,4,34,1.49,20.4,271,0,0,0,0,1,CAPE,2,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,184,493,-66.507,-69.889,3400121,4,34,1.49,20.4,271,0,0,0,0,4,ANPR,7,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,184,493,-66.507,-69.889,3400121,4,34,1.49,20.4,271,0,0,0,0,5,CAPE,4,0,3,NULL,NULL
NBP21-13,2113,2111,300.1,184,493,-66.507,-69.889,3400121,4,34,1.49,20.4,271,0,0,0,0,9,ANPR,4,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,184,493,-66.507,-69.889,3400121,4,34,1.49,20.4,271,0,0,0,0,14,CAPE,3,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,184,493,-66.507,-69.889,3400121,4,34,1.49,20.4,271,0,0,0,0,15,NONE,0,0,NULL,NULL,"Forgot end sighting for this event, so out of order"
NBP21-13,2113,2111,300.1,185,494,-66.507,-69.888,3400218,4,34,1.5,18.3,278,0,0,0,0,0,SOFU,3,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,185,494,-66.507,-69.888,3400218,4,34,1.5,18.3,278,0,0,0,0,1,ANPE,3,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,185,494,-66.507,-69.888,3400218,4,34,1.5,18.3,278,0,0,0,0,1,CAPE,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,185,494,-66.507,-69.888,3400218,4,34,1.5,18.3,278,0,0,0,0,6,CAPE,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,185,494,-66.507,-69.888,3400218,4,34,1.5,18.3,278,0,0,0,0,8,UNPR,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,185,494,-66.507,-69.888,3400218,4,34,1.5,18.3,278,0,0,0,0,11,ANPR,5,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,185,494,-66.507,-69.888,3400218,4,34,1.5,18.3,278,0,0,0,0,15,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,300.1,186,499,-66.507,-69.938,3400254,3,34.01,1.64,15.5,280,0,0,0,0,0,SOFU,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,186,499,-66.507,-69.938,3400254,3,34.01,1.64,15.5,280,0,0,0,0,1,SOFU,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,186,499,-66.507,-69.938,3400254,3,34.01,1.64,15.5,280,0,0,0,0,1,ANPR,2,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,186,499,-66.507,-69.938,3400254,3,34.01,1.64,15.5,280,0,0,0,0,3,ANPR,2,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,186,499,-66.507,-69.938,3400254,3,34.01,1.64,15.5,280,0,0,0,0,4,ANPR,4,0,2,NULL,Further out
NBP21-13,2113,2111,300.1,186,499,-66.507,-69.938,3400254,3,34.01,1.64,15.5,280,0,0,0,0,10,ANPR,3,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,186,499,-66.507,-69.938,3400254,3,34.01,1.64,15.5,280,0,0,0,0,10,SOFU,1,0,2,NULL,NULL
NBP21-13,2113,2111,300.1,186,499,-66.507,-69.938,3400254,3,34.01,1.64,15.5,280,0,0,0,0,15,NONE,0,0,NULL,NULL,NULL
NBP21-13,2113,2111,300.200 MOCNESS,189,3007,-65.917,-71.378,3410145,4,33.87,1.87,20,4,0,0,0,0,0,ANPR,50,0,2,NULL,"Surrounding stern, estimate"
NBP21-13,2113,2111,300.200 MOCNESS,189,3007,-65.917,-71.378,3410145,4,33.87,1.87,20,4,0,0,0,0,1,CAPE,6,0,2,NULL,NULL
